company,director,genre,name,rating,star,writer
Green/Renzi,Karyn Kusama,Drama,Girlfight,R,Michelle Rodriguez,Karyn Kusama
Hollywood Pictures,Eric Blakeney,Comedy,Gun Shy,R,Liam Neeson,Eric Blakeney
Avery Pix,Janusz Kaminski,Drama,Lost Souls,R,Winona Ryder,Pierce Gardner
Artic Productions LLC,John Waters,Comedy,Cecil B. DeMented,R,Melanie Griffith,John Waters
Memfis Film,Lukas Moodysson,Comedy,Together,R,Lisa Lindgren,Lukas Moodysson
ErgoArts,Maggie Greenwald,Drama,Songcatcher,PG-13,Janet McTeer,Maggie Greenwald
Fox Searchlight Pictures,Fina Torres,Comedy,Woman on Top,R,Penélope Cruz,Vera Blasi
Moonstone Entertainment,Michael Radford,Drama,Dancing at the Blue Iguana,R,Charlotte Ayanna,Michael Radford
Recorded Picture Company (RPC),Takeshi Kitano,Crime,Brother,R,Takeshi Kitano,Takeshi Kitano
Paramount Pictures,Nora Ephron,Comedy,Lucky Numbers,R,John Travolta,Adam Resnick
Hollywood Pictures,Bruce Paltrow,Comedy,Duets,R,Huey Lewis,John Byrum
Animal Productions LLC,Steve Buscemi,Crime,Animal Factory,R,Willem Dafoe,Edward Bunker
New Oz Productions,Robert Lee King,Comedy,Psycho Beach Party,UNRATED,Lauren Ambrose,Charles Busch
Free Country U.S.A.,David Gordon Green,Drama,George Washington,NOT RATED,Candace Evanofski,David Gordon Green
Filmtown Entertainment,David Mamet,Comedy,State and Main,R,Philip Seymour Hoffman,David Mamet
Tartan Films,Chuck Parello,Biography,Ed Gein,NOT RATED,Steve Railsback,Stephen Johnston
Coproduction Office,Roy Andersson,Comedy,Songs from the Second Floor,NOT RATED,Lars Nordh,Roy Andersson
Miramax,Gary Winick,Comedy,Tadpole,PG-13,Sigourney Weaver,Heather McGowan
Morgan Creek Productions,Mary Lambert,Drama,The In Crowd,PG-13,Lori Heuring,Mark Gibson
Banner Entertainment,Greg Berlanti,Comedy,The Broken Hearts Club: A Romantic Comedy,R,Timothy Olyphant,Greg Berlanti
Code Entertainment,Nick Gomez,Crime,Drowning Mona,PG-13,Danny DeVito,Peter Steinfeld
Pathé Pictures International,Kenneth Branagh,Romance,Love's Labour's Lost,PG,Alessandro Nivola,William Shakespeare
Gramercy Pictures (I),Neil LaBute,Comedy,Nurse Betty,R,Renée Zellweger,John C. Richards
Icon Entertainment International,Wim Wenders,Drama,The Million Dollar Hotel,R,Jeremy Davies,Bono
Raajkamal Films International,Kamal Haasan,Crime,Hey Ram,Not specified,Kamal Haasan,Kamal Haasan
Disney Television Animation,Jun Falkenstein,Animation,The Tigger Movie,G,Jim Cummings,A.A. Milne
Polygram Filmed Entertainment,Keith Gordon,Drama,Waking the Dead,R,Billy Crudup,Scott Spencer
British Broadcasting Corporation (BBC),Dominic Anciano,Comedy,"Love, Honor and Obey",R,Sadie Frost,Dominic Anciano
Film Kraft,Rakesh Roshan,Action,Kaho Naa... Pyaar Hai,B,Hrithik Roshan,Rakesh Roshan
Evolution Entertainment,John Luessenhop,Drama,Lockdown,R,Richard T. Jones,Preston A. Whitmore II
Three Rivers Production,Terence Davies,Romance,The House of Mirth,PG,Gillian Anderson,Edith Wharton
Chango Productions,Bryan Johnson,Crime,Vulgar,R,Brian O'Halloran,Bryan Johnson
Universal Pictures,Scott Alexander,Comedy,Screwed,PG-13,Norm MacDonald,Scott Alexander
4 Kids Entertainment,Kunihiko Yuyama,Animation,Pokémon 3: The Movie,G,Rica Matsumoto,Norman J. Grossfeld
Daly-Harris Productions,Del Shores,Comedy,Sordid Lives,R,Delta Burke,Del Shores
Columbia Pictures Corporation,Hugh Hudson,Adventure,I Dreamed of Africa,PG-13,Kim Basinger,Kuki Gallmann
Miramax,Lisa Krueger,Comedy,Committed,R,Heather Graham,Lisa Krueger
Castle Rock Entertainment,Antoine Fuqua,Action,Bait,R,Jamie Foxx,Andrew Scheinman
Fox 2000 Pictures,Mark Piznarski,Drama,Here on Earth,PG-13,Chris Klein,Michael Seitzman
Arenafilm,Samantha Lang,Crime,The Monkey's Mask,R,Susie Porter,Anne Kennedy
Screen Gems,Mike Figgis,Drama,Timecode,R,Jeanne Tripplehorn,Mike Figgis
Rosa Filmes,João Pedro Rodrigues,Drama,O Fantasma,UNRATED,Ricardo Meneses,João Pedro Rodrigues
Artisan Entertainment,Miguel Arteta,Comedy,Chuck & Buck,R,Mike White,Mike White
Myung Film Company Ltd.,Ki-duk Kim,Drama,The Isle,UNRATED,Jung Suh,Ki-duk Kim
Asian Union Film & Entertainment,Wen Jiang,Comedy,Devils on the Doorstep,Not specified,Wen Jiang,Wen Jiang
Lakeshore Entertainment,John Schlesinger,Comedy,The Next Best Thing,PG-13,Madonna,Tom Ropelewski
Alliance Atlantis Communications,Michael Winterbottom,Drama,The Claim,R,Wes Bentley,Thomas Hardy
Behaviour Worldwide,Valerie Breiman,Comedy,Love & Sex,R,Famke Janssen,Valerie Breiman
Légende Films,Roland Joffé,Biography,Vatel,PG-13,Gérard Depardieu,Jeanne Labrune
Brillstein-Grey Entertainment,Craig Mazin,Action,The Specials,R,Rob Lowe,James Gunn
Athanor,Jan Svankmajer,Animation,Greedy Guts,Not specified,Veronika Zilková,Karel Jaromír Erben
Independent Film Channel (IFC),Brad Anderson,Comedy,Happy Accidents,R,Marisa Tomei,Brad Anderson
Brillstein-Grey Entertainment,Mike Nichols,Comedy,What Planet Are You From?,R,Garry Shandling,Garry Shandling
BMG Funhouse,Yoshiaki Kawajiri,Animation,Vampire Hunter D: Bloodlust,R,Andrew Philpot,Hideyuki Kikuchi
Fidélité Productions,François Ozon,Comedy,Water Drops on Burning Rocks,NOT RATED,Bernard Giraudeau,Rainer Werner Fassbinder
Better Than,Jonathan Teplitzky,Drama,Better Than Sex,R,David Wenham,Jonathan Teplitzky
Fidélité Productions,François Ozon,Drama,Under the Sand,UNRATED,Charlotte Rampling,François Ozon
Arte France Cinéma,Sébastien Lifshitz,Drama,Come Undone,R,Jérémie Elkaïm,Sébastien Lifshitz
Boneyard Entertainment,Joel Hershman,Comedy,Greenfingers,R,Clive Owen,Joel Hershman
Istituto Luce,Silvio Soldini,Comedy,Bread and Tulips,PG-13,Licia Maglietta,Silvio Soldini
Artisan Entertainment,Henry Bromell,Comedy,Panic,R,William H. Macy,Henry Bromell
British Broadcasting Corporation (BBC),Gerard Stembridge,Comedy,About Adam,R,Stuart Townsend,Gerard Stembridge
Arts Council of England,Bill Eagles,Comedy,Beautiful Creatures,R,Rachel Weisz,Simon Donald
ARP Sélection,Gérard Krawczyk,Action,Taxi 2 - Alta tensión,NOT RATED,Samy Naceri,Luc Besson
Keystone Family Pictures,Robert Vince,Comedy,MVP: Most Valuable Primate,PG,Bernie,Anne Vince
Danmarks Radio (DR),Lone Scherfig,Comedy,Italiano para principiantes,R,Anders W. Berthelsen,Maeve Binchy
Solar Films,Aku Louhimies,Drama,Restless,Not specified,Mikko Nousiainen,Aleksi Bardy
Pandora Cinema,Ben Elton,Comedy,Maybe Baby,R,Hugh Laurie,Ben Elton
"Culture Company, The",Khalid Mohamed,Action,Fiza,Not specified,Jaya Bhaduri,Khalid Mohamed
Gramercy Pictures (I),Marek Kanievska,Drama,El asalto,PG-13,Paul Newman,E. Max Frye
Saban Entertainment,Mamoru Hosoda,Animation,Digimon: The Movie,PG,Lara Jill Miller,Akiyoshi Hongo
Fox 2000 Pictures,Adam Collis,Comedy,Sunset Strip,R,Simon Baker,Randall Jahnson
Warner Bros.,Chris Columbus,Adventure,Harry Potter and the Sorcerer's Stone,PG,Daniel Radcliffe,J.K. Rowling
New Line Cinema,Peter Jackson,Adventure,The Lord of the Rings: The Fellowship of the Ring,PG-13,Elijah Wood,J.R.R. Tolkien
United Artists,Victor Salva,Horror,El demonio,R,Gina Philips,Victor Salva
Les Films Alain Sarde,David Lynch,Drama,Mulholland Drive,R,Naomi Watts,David Lynch
Pandora Cinema,Richard Kelly,Drama,Donnie Darko,R,Jake Gyllenhaal,Richard Kelly
Tokuma Shoten,Hayao Miyazaki,Animation,Spirited Away,PG,Daveigh Chase,Hayao Miyazaki
Paramount Pictures,Simon West,Action,Lara Croft: Tomb Raider,PG-13,Angelina Jolie,Sara B. Cooper
Universal Pictures,Ron Howard,Biography,A Beautiful Mind,PG-13,Russell Crowe,Akiva Goldsman
Pixar Animation Studios,Pete Docter,Animation,"Monsters, Inc.",G,Billy Crystal,Pete Docter
Claudie Ossard Productions,Jean-Pierre Jeunet,Comedy,Amélie,R,Audrey Tautou,Guillaume Laurant
Warner Bros.,Antoine Fuqua,Crime,Training Day,R,Denzel Washington,David Ayer
Metro-Goldwyn-Mayer (MGM),Robert Luketic,Comedy,Legally Blonde,PG-13,Reese Witherspoon,Amanda Brown
Revolution Studios,Ridley Scott,Drama,Black Hawk Down,R,Josh Hartnett,Mark Bowden
Universal Pictures,Rob Cohen,Action,The Fast and the Furious,PG-13,Vin Diesel,Ken Li
DreamWorks Animation,Andrew Adamson,Animation,Shrek,PG,Mike Myers,William Steig
Metro-Goldwyn-Mayer (MGM),Ridley Scott,Crime,Hannibal,R,Anthony Hopkins,Thomas Harris
Apostle,Ted Demme,Biography,Blow,R,Johnny Depp,Bruce Porter
Eureka Pictures,David Wain,Comedy,Wet Hot American Summer,R,Janeane Garofalo,Michael Showalter
Twentieth Century Fox Film Corporation,Tim Burton,Action,Planet of the Apes,PG-13,Mark Wahlberg,Pierre Boulle
Fox Searchlight Pictures,Jay Chandrasekhar,Comedy,Super Troopers,R,Jay Chandrasekhar,Jay Chandrasekhar
Warner Bros.,Steven Soderbergh,Crime,Ocean's Eleven,PG-13,George Clooney,George Clayton Johnson
Touchstone Pictures,Michael Bay,Action,Pearl Harbor,PG-13,Ben Affleck,Randall Wallace
Cruise/Wagner Productions,Alejandro Amenábar,Horror,Los otros,PG-13,Nicole Kidman,Alejandro Amenábar
Touchstone Pictures,Wes Anderson,Comedy,The Royal Tenenbaums,R,Gene Hackman,Wes Anderson
Twentieth Century Fox Film Corporation,Baz Luhrmann,Drama,Amor en rojo,PG-13,Nicole Kidman,Baz Luhrmann
Warner Bros.,Stephen Herek,Drama,Rock Star,R,Mark Wahlberg,John Stockwell
Warner Bros.,Steven Spielberg,Adventure,A.I. Artificial Intelligence,PG-13,Haley Joel Osment,Brian Aldiss
Anhelo Producciones,Alfonso Cuarón,Adventure,Y Tu Mamá También,R,Maribel Verdú,Alfonso Cuarón
Walt Disney Pictures,Garry Marshall,Comedy,The Princess Diaries,G,Julie Andrews,Meg Cabot
Dimension Films,Robert Rodriguez,Action,Spy Kids,PG,Alexa PenaVega,Robert Rodriguez
Columbia Pictures Corporation,Joel Gallen,Comedy,Not Another Teen Movie,R,Chyler Leigh,Mike Bender
Universal Pictures,Stephen Sommers,Action,The Mummy Returns,PG-13,Brendan Fraser,Stephen Sommers
Paramount Pictures,Cameron Crowe,Fantasy,Vanilla Sky,R,Tom Cruise,Alejandro Amenábar
Columbia Pictures Corporation,Brian Helgeland,Action,A Knight's Tale,PG-13,Heath Ledger,Brian Helgeland
Walt Disney Feature Animation,Gary Trousdale,Animation,Atlantis: The Lost Empire,PG,Michael J. Fox,Tab Murphy
Dimension Films,Keenen Ivory Wayans,Comedy,Scary Movie 2,R,Anna Faris,Shawn Wayans
Alicia Produce,Julio Medem,Drama,Sex and Lucia,R,Paz Vega,Julio Medem
Twentieth Century Fox Film Corporation,Albert Hughes,Horror,From Hell,R,Johnny Depp,Alan Moore
Miramax,Sharon Maguire,Comedy,Bridget Jones's Diary,R,Renée Zellweger,Helen Fielding
Warner Bros.,Steve Beck,Horror,Thir13en Ghosts,R,Tony Shalhoub,Robb White
Metro-Goldwyn-Mayer (MGM),Michael Cristofer,Drama,Original Sin,R,Antonio Banderas,Cornell Woolrich
LivePlanet,J.B. Rogers,Comedy,American Pie 2,R,Jason Biggs,Adam Herz
Swanford Films,Jean-Jacques Annaud,Drama,Enemy at the Gates,R,Jude Law,Jean-Jacques Annaud
Paramount Pictures,Ben Stiller,Comedy,Zoolander,PG-13,Ben Stiller,Drake Sather
New Line Cinema,Jessie Nelson,Drama,I Am Sam,PG-13,Sean Penn,Kristine Johnson
Arte France Cinéma,Michael Haneke,Drama,The Piano Teacher,R,Isabelle Huppert,Michael Haneke
Miramax,Peter Chelsom,Comedy,Serendipity,PG-13,John Cusack,Marc Klein
Universal Pictures,Joe Johnston,Action,Jurassic Park III,PG-13,Sam Neill,Michael Crichton
Columbia Pictures Corporation,Michael Mann,Biography,Ali,R,Will Smith,Gregory Allen Howard
Lee Daniels Entertainment,Marc Forster,Drama,Monster's Ball,R,Billy Bob Thornton,Milo Addica
Dimension Films,Kevin Smith,Comedy,Jay and Silent Bob Strike Back,R,Jason Mewes,Kevin Smith
United Artists,Terry Zwigoff,Comedy,Ghost World,R,Steve Buscemi,Daniel Clowes
Paramount Pictures,Jerry Zucker,Adventure,Rat Race,PG-13,Breckin Meyer,Andy Breckman
Universal Pictures,Harry Elfont,Comedy,Josie and the Pussycats,PG-13,Rachael Leigh Cook,Deborah Kaplan
IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,Iain Softley,Drama,K-PAX,PG-13,Kevin Spacey,Gene Brewer
Twentieth Century Fox Film Corporation,Bobby Farrelly,Comedy,Shallow Hal,PG-13,Jack Black,Sean Moynihan
Paramount Pictures,Frank Oz,Crime,The Score,R,Robert De Niro,Daniel E. Taylor
Jersey Films,Jesse Dylan,Comedy,How High,R,Method Man,Dustin Lee Abraham
New Line Cinema,James Isaac,Action,Jason X,R,Kane Hodder,Victor Miller
Jonathan Krane Group,Dominic Sena,Action,Swordfish,R,John Travolta,Skip Woods
Morgan Creek Productions,Sean Penn,Crime,The Pledge,R,Jack Nicholson,Friedrich Dürrenmatt
USA Films,Brad Anderson,Horror,Session 9,R,David Caruso,Brad Anderson
Fox Searchlight Pictures,Richard Linklater,Animation,Waking Life,R,Ethan Hawke,Richard Linklater
New Line Cinema,Brett Ratner,Action,Rush Hour 2,PG-13,Jackie Chan,Ross LaManna
David Kirschner Productions,Bill Paxton,Crime,Frailty,R,Bill Paxton,Brent Hanley
Columbia Pictures Corporation,Dennie Gordon,Adventure,Joe Dirt,PG-13,David Spade,David Spade
StudioCanal,Larry Clark,Biography,Bully,R,Brad Renfro,Jim Schutze
DreamWorks,Gore Verbinski,Adventure,The Mexican,R,Brad Pitt,J.H. Wyman
"Deseo, El",Guillermo del Toro,Drama,The Devil's Backbone,R,Marisa Paredes,Guillermo del Toro
Regency Enterprises,John Dahl,Mystery,Joy Ride,R,Steve Zahn,Clay Tarver
Paramount Pictures,Lee Tamahori,Drama,Along Came a Spider,R,Morgan Freeman,James Patterson
Good Machine,Joel Coen,Crime,The Man Who Wasn't There,R,Billy Bob Thornton,Joel Coen
Cort/Madden Productions,Thomas Carter,Drama,Save the Last Dance,PG-13,Julia Stiles,Duane Adler
Twentieth Century Fox Film Corporation,John Moore,Action,Behind Enemy Lines,PG-13,Gene Hackman,Jim Thomas
USA Films,Robert Altman,Comedy,Gosford Park,R,Maggie Smith,Julian Fellowes
Bandeira Entertainment,Blair Hayes,Adventure,Bubble Boy,PG-13,Jake Gyllenhaal,Cinco Paul
Columbia Pictures Corporation,Ivan Reitman,Comedy,Evolution,PG-13,David Duchovny,Don Jakoby
Canal+,Christophe Gans,Action,Brotherhood of the Wolf,R,Samuel Le Bihan,Stéphane Cabel
Universal Pictures,Tony Scott,Action,Juego de espías,R,Robert Redford,Michael Frost Beckner
Columbia Pictures,John Singleton,Crime,Baby Boy,R,AlexSandra Wright,John Singleton
Konrad Pictures,James Mangold,Comedy,Kate & Leopold,PG-13,Meg Ryan,Steven Rogers
Davis Entertainment,David Mirkin,Comedy,Heartbreakers,PG-13,Sigourney Weaver,Robert Dunn
Screen Gems,John Carpenter,Action,Ghosts of Mars,R,Natasha Henstridge,Larry Sulkis
Regency Enterprises,Gary Fleder,Drama,Don't Say a Word,R,Michael Douglas,Andrew Klavan
Warner Bros.,Bobby Farrelly,Animation,Osmosis Jones,PG,Laurence Fishburne,Marc Hyman
Bungalow Productions,Simon Wincer,Adventure,Cocodrilo Dundee en Hollywood,PG,Paul Hogan,Paul Hogan
Fuller Films,Henry Bean,Drama,The Believer,R,Ryan Gosling,Henry Bean
Warner Bros.,Pat O'Connor,Drama,Sweet November,PG-13,Keanu Reeves,Herman Raucher
Metro-Goldwyn-Mayer (MGM),Barry Levinson,Comedy,Bandits,PG-13,Bruce Willis,Harley Peyton
DreamWorks,Rod Lurie,Action,The Last Castle,R,Robert Redford,David Scarpa
Warner Bros.,Jamie Blanks,Horror,Valentine,R,Denise Richards,Tom Savage
Columbia Pictures Corporation,Adam Shankman,Comedy,The Wedding Planner,PG-13,Jennifer Lopez,Pamela Falk
Aamir Khan Productions,Ashutosh Gowariker,Adventure,Lagaan: Once Upon a Time in India,PG,Aamir Khan,Ashutosh Gowariker
Star Overseas,Stephen Chow,Action,Shaolin Soccer,PG,Stephen Chow,Stephen Chow
Typhoon,Oliver Hirschbiegel,Drama,The Experiment,R,Moritz Bleibtreu,Mario Giordano
New Line Cinema,John Herzfeld,Action,15 Minutes,R,Robert De Niro,John Herzfeld
Castle Rock Entertainment,Scott Hicks,Drama,Hearts in Atlantis,PG-13,Anthony Hopkins,Stephen King
Paramount Pictures,Louis C.K.,Comedy,Pootie Tang,PG-13,Chris Rock,Louis C.K.
Téléma,Patrice Chéreau,Drama,Intimidad,R,Mark Rylance,Hanif Kureishi
Castle Rock Entertainment,Frank Darabont,Drama,The Majestic,PG,Jim Carrey,Michael Sloane
Winkler Films,Irwin Winkler,Drama,Life as a House,R,Hayden Christensen,Mark Andrus
Twentieth Century Fox Film Corporation,Chris Nahon,Action,Kiss of the Dragon,R,Jet Li,Jet Li
Fox 2000 Pictures,Tony Goldwyn,Comedy,Someone Like You...,PG-13,Ashley Judd,Laura Zigman
Revolution Studios,Joe Roth,Comedy,America's Sweethearts,PG-13,Julia Roberts,Billy Crystal
Columbia Pictures,Penny Marshall,Biography,Riding in Cars with Boys,PG-13,Drew Barrymore,Beverly D'Onofrio
Paramount Pictures,John A. Davis,Animation,Jimmy Neutron: Boy Genius,G,Debi Derryberry,John A. Davis
Morgan Creek Productions,David Mamet,Action,Heist,R,Gene Hackman,David Mamet
Touchstone Pictures,Brendan Malloy,Comedy,Out Cold,PG-13,Flex Alexander,Jon Zack
Warner Bros.,Lawrence Guterman,Action,Cats & Dogs,PG,Alec Baldwin,John Requa
Columbia Pictures Corporation,Daniel Sackheim,Crime,The Glass House,PG-13,Diane Lane,Wesley Strick
Revolution Studios,James Wong,Action,The One,PG-13,Jet Li,Glen Morgan
Chickie the Cop,Tim Blake Nelson,Drama,O,R,Mekhi Phifer,William Shakespeare
Cité-Amérique,Léa Pool,Drama,Lost and Delirious,R,Piper Perabo,Susan Swan
Miramax,Tommy O'Haver,Comedy,Get Over It,PG-13,Kirsten Dunst,R. Lee Fleming Jr.
Chris Lee Productions,Hironobu Sakaguchi,Animation,Final Fantasy: The Spirits Within,PG-13,Alec Baldwin,Hironobu Sakaguchi
Columbia Pictures Corporation,Dennis Dugan,Action,Saving Silverman,PG-13,Jason Biggs,Hank Nelken
Payam Films,Babak Payami,Comedy,Secret Ballot,G,Nassim Abdi,Mohsen Makhmalbaf
Good Machine,Todd Field,Crime,In the Bedroom,R,Tom Wilkinson,Robert Festinger
Alliance Atlantis Communications,Ronny Yu,Action,Formula 51,R,Samuel L. Jackson,Stel Pavlou
Manhattan Pictures International,Michael Apted,Drama,Enigma,R,Dougray Scott,Robert Harris
Warner Bros.,Michael Tollin,Comedy,Summer Catch,PG-13,Freddie Prinze Jr.,Kevin Falls
Fine Line Features,Alan Cumming,Comedy,The Anniversary Party,R,Alan Cumming,Jennifer Jason Leigh
Bandai Visual Company,Shinichirô Watanabe,Animation,Cowboy Bebop: The Movie,R,Beau Billingslea,Marc Handler
Regency Enterprises,Tom Green,Comedy,Freddy Got Fingered,R,Tom Green,Tom Green
Paramount Pictures,Barry Skolnick,Comedy,Mean Machine,R,Vinnie Jones,Tracy Keenan Wynn
New Line Cinema,Francine McDougall,Comedy,Sugar & Spice,PG-13,Marla Sokoloff,Mandy Nelson
Twentieth Century Fox Film Corporation,Henry Selick,Animation,Monkeybone,PG-13,Brendan Fraser,Kaja Blackley
Paramount Pictures,Brian Robbins,Drama,Hardball,PG-13,Keanu Reeves,Daniel Coyle
Columbia Pictures Corporation,John Boorman,Comedy,The Tailor of Panama,R,Pierce Brosnan,John le Carré
Paramount Pictures,Harold Becker,Crime,Domestic Disturbance,PG-13,John Travolta,Lewis Colick
Franchise Pictures,Renny Harlin,Action,Driven,PG-13,Sylvester Stallone,Jan Skrentny
Universal Pictures,John Madden,Drama,Captain Corelli's Mandolin,R,Nicolas Cage,Shawn Slovo
Killer Films,John Cameron Mitchell,Comedy,Hedwig and the Angry Inch,R,John Cameron Mitchell,John Cameron Mitchell
FilmFour,Gregor Jordan,Comedy,Buffalo Soldiers,R,Joaquin Phoenix,Robert O'Connor
Revolution Studios,Luke Greenfield,Comedy,The Animal,PG-13,Rob Schneider,Tom Brady
Universal Pictures,Mark Waters,Comedy,Head Over Heels,PG-13,Monica Potter,John J. Strauss
Twentieth Century Fox Film Corporation,Gil Junger,Adventure,Black Knight,PG-13,Martin Lawrence,Darryl Quarles
Artisan Entertainment,Wayne Wang,Drama,The Center of the World,UNRATED,Shane Edelman,Wayne Wang
New Line Cinema,Brian Koppelman,Crime,Knockaround Guys,R,Jennifer Baxter,Brian Koppelman
Noé Productions,Danis Tanovic,Drama,Tierra de nadie,R,Branko Djuric,Danis Tanovic
Touchstone Pictures,John Stockwell,Drama,Crazy/Beautiful,PG-13,Kirsten Dunst,Phil Hay
Franchise Pictures,Demian Lichtenstein,Action,3000 Miles to Graceland,R,Kurt Russell,Richard Recco
British Broadcasting Corporation (BBC),Richard Eyre,Biography,Iris,R,Judi Dench,John Bayley
Warner Bros.,Andrzej Bartkowiak,Action,Exit Wounds,R,Steven Seagal,Ed Horowitz
October Films,Harald Zwart,Comedy,One Night at McCool's,R,Liv Tyler,Stan Seidel
Miramax,Lasse Hallström,Drama,The Shipping News,R,Kevin Spacey,Annie Proulx
Daiei Eiga,Kiyoshi Kurosawa,Horror,Pulse,R,Haruhiko Katô,Kiyoshi Kurosawa
Metro-Goldwyn-Mayer (MGM),Peter Howitt,Action,Antitrust,PG-13,Ryan Phillippe,Howard Franklin
Franchise Pictures,Luis Mandoki,Drama,Angel Eyes,R,Jennifer Lopez,Gerald Di Pego
Film Council,John McKay,Comedy,Crush,R,Andie MacDowell,John McKay
Walt Disney Pictures,Tim Hill,Comedy,Max Keeble's Big Move,PG,Alex D. Linz,David L. Watts
3 Arts Entertainment,Chris Weitz,Comedy,Estrenando Cuerpo,PG-13,Chris Rock,Elaine May
Alter Ego Entertainment,Michael Cuesta,Crime,L.I.E.,R,Brian Cox,Stephen M. Ryder
Dharma Productions,Karan Johar,Drama,Kabhi Khushi Kabhie Gham...,Not specified,Shah Rukh Khan,Karan Johar
New Line Cinema,Peter Chelsom,Comedy,Town & Country,R,Warren Beatty,Michael Laughlin
Morgan Creek Productions,Les Mayfield,Action,American Outlaws,PG-13,Colin Farrell,Roderick Taylor
